Cleanup Name,Location Address,City Name,State Code,Postal Code,County Name,EPA ID,Brownfields Link CSV,RCRA CSV,Superfund Link CSV,ECHO Link CSV,Response Link CSV,RE-Powering CSV,FRS Link CSV,Map Site CSV
7501 SOUTH KEDZIE/76TH & ALBANY,7501 SOUTH KEDZIE/76TH & ALBANY,CHICAGO,IL,60652,COOK,IL0001406701,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507673,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009279832,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.755278 -87.703056
"CHICAGO SPECIALTIES, LLC",735 E 115TH ST-B,CHICAGO,IL,60628,COOK,ILD981091291,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:ILD981091291,,https://echo.epa.gov/detailed-facility-report?fid=110012283411,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::1041,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110012283411,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.683333 -87.603639
VESSEL SLIPS ADJACENT TO WISCONSIN STEEL WORKS,SOUTH OF 106TH STREET,CHICAGO,IL,60617,COOK,ILN000508208,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0508208,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013803429,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.708333 -87.55
BENNETT ST. HG,6714 S. BENNETT,CHICAGO,IL,60649,COOK,ILN000508144,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0508144,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013803848,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.773056 -87.578889
LAKE CALUMET SMELTING,11901 S. CHAMPLAIN AVE.,CHICAGO,IL,60628,COOK,ILN000509228,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0509228,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110020034274,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.678096 -87.6064
2727 S TROY,2727 S TROY,CHICAGO,IL,60623,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:89681",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::36428,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110032923282,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.84164 -87.7037
ROOSEVELT AND CALIFORNIA,927 S CALIFORNIA AVE,CHICAGO,IL,60612,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13889",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039531441,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.869911 -87.695985
TRINITY-IMANI VILLAGE,9659 SOUTH ELLIS AVENUE,CHICAGO,IL,60619,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:181441",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::40329,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110063597317,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.719824 -87.599511
WHITNEY YOUNG LIBRARY REPLACEMENT SITE 3,421-423 EAST 79TH STREET,CHICAGO,IL,60619,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:168024",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::39727,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110063698761,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.751116 -87.614031
915 E. 99TH STREET,915 E. 99TH STREET,CHICAGO,IL,60628,COOK COUNTY,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:224821",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::41095,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070004558,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.714816 -87.601453
1311 SOUTH KILBOURN AVENUE,1311 SOUTH KILBOURN AVENUE,CHICAGO,IL,60623,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:235022",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::41276,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070149193,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.863962 -87.737334
KLUCZYNSKI FEDERAL BUILDING,230 S. DEARBORN STREET,CHICAGO,IL,60604,COOK,ILN000510365,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510365,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071101779,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.878468 -87.629356
COTTAGE GROVE LANDFILL,WEST 138TH STREET & COTTAGE GROVE,CHICAGO,IL,60627,COOK,ILD980497747,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500549,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071101852,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.638889 -87.6
WOODLAWN AVENUE MERCURY,5405-5407 WOODLAWN AVE.,CHICAGO,IL,60615,COOK,ILN000520850,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0520850,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071102388,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH: 
PEOPLES GAS 22ND STREET STATION SITE,2200 South Racine Avenue,CHICAGO,IL,60608,Cook,,,,,,http://www.epaosc.org/22ndStreet,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.8514 -87.6561
KINZIE STREET MYSTERY OIL SPILL,Kinzie Street and the Chicago River,CHICAGO,IL,60610,Cook,,,,,,http://www.epaosc.org/kinzieoilspill,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.8892 -87.6392
LACROSSE STREET GASOLINE EMERGENCY RESPONSE,5128 S LACROSSE ST.,CHICAGO,IL,60638,COOK,ILSFN0508018,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0508018,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009258748,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.799722 -87.744444
UNIVERSITY OF CHICAGO,6041 BLACKSTONE AVE,CHICAGO,IL,60637,COOK,ILD005421136,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:ILD005421136,,https://echo.epa.gov/detailed-facility-report?fid=110018264929,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::960,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110018264929,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.784573 -87.59031
RONAN PARK EXPANSION - 2954 W LAWRENCE,2954 W. LAWRENCE,CHICAGO,IL,60625,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:85461",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::36269,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038737258,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.9685 -87.70329
BRUCO CO,1416 WEST 12TH STREET (ROOSEVELT ROAD),CHICAGO,IL,60608,COOK,ILP000510790,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510790,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110046353487,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.865669 -87.69177
832 S. KILPATRICK,832 S. KILPATRICK,CHICAGO,IL,60644,COOK COUNTY,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:224861",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::41096,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070004559,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.870183 -87.742447
THROOP ST INLET,2401 S THROOP ST,CHICAGO,IL,60608,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:236529",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110070225945,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.84885 -87.65859
ECONOMY PLATING INC (CHICAGO),2340-50 NORTH ELSTON AVE,CHICAGO,IL,60614,COOK,ILN000510347,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510347,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071101777,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.924152 -87.676624
CRAWFORD ELECTRIC GENERATING STATION,3501 SOUTH PULASKI ROAD,CHICAGO,IL,60623,COOK,ILN000510878,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510878,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000434717,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH: 
INGERSOLL PRODUCTS,1000 W. 120TH ST.,CHICAGO,IL,60643,COOK,ILN000510053,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510053,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000435618,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.67638 -87.64694
VALSPAR CORP,1330 S KILBOURN AVE,CHICAGO,IL,60623,COOK,ILD081040107,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:ILD081040107,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506439,https://echo.epa.gov/detailed-facility-report?fid=110000612604,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::1016,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000612604,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.863594 -87.737324
CLEAN HARBORS SERVICES INC,11800 SOUTH STONY ISLAND AVENUE,CHICAGO,IL,60617,COOK,ILD000608471,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:ILD000608471,,https://echo.epa.gov/detailed-facility-report?fid=110000544386,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::913,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000544386,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.682606 -87.576276
CHICAGO MODERN PLATING COMPANY,3029 N ROCKWELL,CHICAGO,IL,60618,COOK,ILD005125794,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506405,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001292912,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.935 -87.692778
CLEAN HARBORS,11700 S STONY ISLAND AVE,CHICAGO,IL,60617,COOK,ILD000672121,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:RCRA:::::P14_RCRA_HANDLER_ID:ILD000672121,,https://echo.epa.gov/detailed-facility-report?fid=110000749628,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::917,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110000749628,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.68106 -87.57546
MIDWEST FOLDING PRODUCTS,1414 S. WESTERN AVENUE,CHICAGO,IL,60608,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13874",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110001683991,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.86221 -87.68685
AMERICAN PLATING SITE,1820 W LAKE ST,CHICAGO,IL,60612,COOK,IL0001172642,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507639,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005808518,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.885278 -87.673333
INTERNATIONAL HARVESTER,1015 W 120TH ST,CHICAGO,IL,60643,COOK,ILD005213285,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500184,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005816377,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.675833 -87.649167
CHICAGO BOARD OF EDUCATION,1819 W PERSHING RD,CHICAGO,IL,60609,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13879",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110005844364,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.823171 -87.670864
US DRUM,135TH & HOXIE,CHICAGO,IL,60633,COOK,ILD980679401,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500725,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009283177,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.650278 -87.559722
MSD #4 SLUDGE & BARREL DUMP,SOUTH OF 122ND & W OF TORRENCE,CHICAGO,IL,60633,COOK,ILD980498349,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500573,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009283266,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.6725 -87.572222
CHICAGO DRUMS,4326 WEST 18TH STREET,CHICAGO,IL,60623,COOK,ILD982071847,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0505613,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009283765,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.856944 -87.733611
AVENUE O & 118TH STREET,AVE O & 118TH ST,CHICAGO,IL,60617,COOK,ILD981194087,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501056,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009283783,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.681667 -87.54
PEOPLES ENERGY MERCURY SPILLS,130 EAST RANDOLPH,CHICAGO,IL,60601,COOK,ILN000508083,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0508083,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009331400,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.884444 -87.623611
VESSEL SLIPS ADJACENT TO UNITED STATES STEEL,3426 EAST 89TH STREET,CHICAGO,IL,60617,COOK,ILN000508209,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0508209,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110013803438,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.74166 -87.59166
WILBUR WRIGHT COLLEGE,4300 N NARRAGANSETT,CHICAGO,IL,60634,COOK,ILN000510172,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510172,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110018153282,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.958178 -87.786613
PEOPLES GAS PITNEY COURT FORMER MGP,3052 PITNEY COURT,CHICAGO,IL,60608,COOK,ILN000510196,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510196,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::81603,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110030434377,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.837803 -87.662519
FORMER AMFORGE FACILITY,1250 W. 119TH STREET,CHICAGO,IL,60643,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:27681",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::35447,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110038710883,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.677662 -87.65291
I-55/CICERO AVENUE,CICERO AVENUE AND 43RD ST.,CHICAGO,IL,60632,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13873",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039531156,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.8149 -87.74327
BRONZEVILLE,707-755 E 40TH ST,CHICAGO,IL,60653,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13888",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039531414,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.821443 -87.609534
SOUTH CHICAGO PARK,90TH ST AND MACKINAW AVE,CHICAGO,IL,60617,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:13895",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110039531584,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.73201 -87.54293
TSA O'HARE TERMINAL CHICAGO,10000 BESSIE COLEMAN DRIVE,CHICAGO,IL,60666,COOK,ILN000510515,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510515,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110042304191,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.988714 -87.885303
KIMBALL AVENUE PARK,1807-15 NORTH KIMBALL AVENUE,CHICAGO,IL,60602,COOK,,"https://cimc.epa.gov/ords/cimc/f?p=206:31::::31,0:P31_ID:164101",,,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::39558,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110055264217,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.914034 -87.711776
EAST PILSEN SOIL,1100 W. 19TH ST: (APPROXIMATE CENTER OF 150 ACRES),CHICAGO,IL,60608,COOK,ILN000506193,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0506193,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071101768,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.856652 -87.653184
PAXTON LANDFILL CORPORATION,116TH STREET & PAXTON AVENUE,CHICAGO,IL,60633,COOK,ILD069498186,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0500438,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071101846,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.683333 -87.566667
SOUTH KOLMAR ABANDONED TRAILER ER,1119 S KOLMAR AVE,CHICAGO,IL,60624,COOK,ILR000209387,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0520815,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110071102387,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH: 
PILSEN SOIL OU1 RAILROAD SPUR AND ALLEY SITE,1345 W. 21st Street (adjacent to address),CHICAGO,IL,60608,Cook,,,,,,http://www.epaosc.org/PilsenSoilOU1RailroadAlley,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.853594 -87.661008
U.S. SCRAP,12300 S. Cottage Grove Ave/12301 S. King Drive,CHICAGO,IL,60628,Cook,,,,,,http://www.epaosc.org/USScrap,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.67 -87.6036
LITTLE CALUMET RIVER DRUM,130th/State Street,CHICAGO,IL,,Cook,,,,,,http://www.epaosc.org/LittleCalumetRiverDrum,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.6631 -87.6217
WRIGHT COLLEGE HG SPILL,4300 N. Narragansett Avenue,CHICAGO,IL,60634,Cook,,,,,,http://www.epaosc.org/wrightcollegeHgspill,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.9597 -87.7869
LOEWENTHAL METALS,947 West Cullerton,CHICAGO,IL,60604,Cook,,,,,,http://www.epaosc.org/loewenthalmetals,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.85527 -87.649871
76TH AND ALBANY,76th and Albany,CHICAGO,IL,,Cook,,,,,,http://www.epaosc.org/76thandalbany,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.7556 -87.7022
RELIABLE PLATING CORPORATION,1514 West Lake St,CHICAGO,IL,60607,Cook,,,,,,http://www.epaosc.org/reliableplating,,,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.885388 -87.665092
PEOPLES GAS LIGHT & COKE - 22ND ST,2200 SOUTH RACINE & CERMAK,CHICAGO,IL,60608,COOK,ILD982074767,,,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0505489,,,https://ordspub.epa.gov/ords/cimc/f?p=CIMC:REPOWER:::::P6_REFERENCE::81598,https://ofmpub.epa.gov/frs_public2/fii_query_detail.disp_program_facility?p_registry_id=110009283612,https://cimc.epa.gov/ords/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.852778 -87.656111
